State/UT,DropoutRate,Year,Level,Gender,StartYear
Dadra and Nagar Haveli,7.2,2009-2010,Elementary,Girls,2009
Daman and Diu,2.9,2009-2010,Elementary,Girls,2009
Delhi,0.8,2009-2010,Elementary,Girls,2009
Goa,5.4,2009-2010,Elementary,Girls,2009
Gujarat,2.4,2009-2010,Elementary,Girls,2009
Haryana,1.8,2009-2010,Elementary,Girls,2009
Himachal Pradesh,2.7,2009-2010,Elementary,Girls,2009
Jammu and Kashmir,4.2,2009-2010,Elementary,Girls,2009
Jharkhand,1.2,2009-2010,Elementary,Girls,2009
Karnataka,0.3,2009-2010,Elementary,Girls,2009
Kerala,6.8,2009-2010,Elementary,Girls,2009
Ladakh,6.2,2009-2010,Elementary,Girls,2009
Lakshadweep,4.9,2009-2010,Elementary,Girls,2009
Madhya Pradesh,6.2,2009-2010,Elementary,Girls,2009
Maharashtra,0.3,2009-2010,Elementary,Girls,2009
Manipur,0.4,2009-2010,Elementary,Girls,2009
Meghalaya,5.6,2009-2010,Elementary,Girls,2009
Mizoram,5.8,2009-2010,Elementary,Girls,2009
Nagaland,0.3,2009-2010,Elementary,Girls,2009
Odisha,5.1,2009-2010,Elementary,Girls,2009
Puducherry,1.5,2009-2010,Elementary,Girls,2009
Punjab,1.5,2009-2010,Elementary,Girls,2009
Rajasthan,6.8,2009-2010,Elementary,Girls,2009
Sikkim,1.8,2009-2010,Elementary,Girls,2009
Tamil Nadu,2.1,2009-2010,Elementary,Girls,2009
Telangana,6.2,2009-2010,Elementary,Girls,2009
Tripura,4.9,2009-2010,Elementary,Girls,2009
Uttar Pradesh,3.4,2009-2010,Elementary,Girls,2009
Uttarakhand,0.7,2009-2010,Elementary,Girls,2009
West Bengal,6.7,2009-2010,Elementary,Girls,2009
All India,1.1,2009-2010,Elementary,Girls,2009
Andaman and Nicobar Islands,18.7,2009-2010,Secondary,Boys,2009
Andhra Pradesh,21.5,2009-2010,Secondary,Boys,2009
Arunachal Pradesh,16.1,2009-2010,Secondary,Boys,2009
Assam,18.9,2009-2010,Secondary,Boys,2009
Bihar,17.4,2009-2010,Secondary,Boys,2009
Chandigarh,15.3,2009-2010,Secondary,Boys,2009
Chhattisgarh,19.4,2009-2010,Secondary,Boys,2009
Dadra and Nagar Haveli,10.9,2009-2010,Secondary,Boys,2009
Daman and Diu,15.7,2009-2010,Secondary,Boys,2009
Delhi,19.7,2009-2010,Secondary,Boys,2009
Goa,8.4,2009-2010,Secondary,Boys,2009
Gujarat,12.2,2009-2010,Secondary,Boys,2009
Haryana,10.0,2009-2010,Secondary,Boys,2009
Himachal Pradesh,12.1,2009-2010,Secondary,Boys,2009
Jammu and Kashmir,9.1,2009-2010,Secondary,Boys,2009
Jharkhand,15.1,2009-2010,Secondary,Boys,2009
Karnataka,16.4,2009-2010,Secondary,Boys,2009
Kerala,15.3,2009-2010,Secondary,Boys,2009
Ladakh,15.5,2009-2010,Secondary,Boys,2009
Lakshadweep,8.9,2009-2010,Secondary,Boys,2009
Madhya Pradesh,14.9,2009-2010,Secondary,Boys,2009
Maharashtra,22.9,2009-2010,Secondary,Boys,2009
Manipur,13.6,2009-2010,Secondary,Boys,2009
Meghalaya,21.3,2009-2010,Secondary,Boys,2009
Mizoram,9.5,2009-2010,Secondary,Boys,2009
Nagaland,14.1,2009-2010,Secondary,Boys,2009
Odisha,10.4,2009-2010,Secondary,Boys,2009
Puducherry,21.5,2009-2010,Secondary,Boys,2009
Punjab,17.0,2009-2010,Secondary,Boys,2009
Rajasthan,22.5,2009-2010,Secondary,Boys,2009
Sikkim,17.0,2009-2010,Secondary,Boys,2009
Tamil Nadu,13.8,2009-2010,Secondary,Boys,2009
Telangana,12.3,2009-2010,Secondary,Boys,2009
Tripura,16.2,2009-2010,Secondary,Boys,2009
Uttar Pradesh,18.5,2009-2010,Secondary,Boys,2009
Uttarakhand,17.2,2009-2010,Secondary,Boys,2009
West Bengal,15.7,2009-2010,Secondary,Boys,2009
All India,17.3,2009-2010,Secondary,Boys,2009
Andaman and Nicobar Islands,16.8,2009-2010,Secondary,Girls,2009
Andhra Pradesh,11.6,2009-2010,Secondary,Girls,2009
Arunachal Pradesh,14.1,2009-2010,Secondary,Girls,2009
Assam,13.4,2009-2010,Secondary,Girls,2009
Bihar,15.9,2009-2010,Secondary,Girls,2009
Chandigarh,12.5,2009-2010,Secondary,Girls,2009
Chhattisgarh,14.2,2009-2010,Secondary,Girls,2009
Dadra and Nagar Haveli,9.5,2009-2010,Secondary,Girls,2009
Daman and Diu,14.4,2009-2010,Secondary,Girls,2009
Delhi,13.4,2009-2010,Secondary,Girls,2009
Goa,19.3,2009-2010,Secondary,Girls,2009
Gujarat,15.4,2009-2010,Secondary,Girls,2009
Haryana,13.0,2009-2010,Secondary,Girls,2009
Himachal Pradesh,9.9,2009-2010,Secondary,Girls,2009
Jammu and Kashmir,15.1,2009-2010,Secondary,Girls,2009
Jharkhand,16.6,2009-2010,Secondary,Girls,2009
Karnataka,12.2,2009-2010,Secondary,Girls,2009
Kerala,18.2,2009-2010,Secondary,Girls,2009
Ladakh,9.9,2009-2010,Secondary,Girls,2009
Lakshadweep,19.5,2009-2010,Secondary,Girls,2009
Madhya Pradesh,15.4,2009-2010,Secondary,Girls,2009
Maharashtra,13.3,2009-2010,Secondary,Girls,2009
Manipur,13.6,2009-2010,Secondary,Girls,2009
Meghalaya,13.9,2009-2010,Secondary,Girls,2009
Mizoram,18.4,2009-2010,Secondary,Girls,2009
Nagaland,8.6,2009-2010,Secondary,Girls,2009
Odisha,16.6,2009-2010,Secondary,Girls,2009
Puducherry,14.6,2009-2010,Secondary,Girls,2009
Punjab,17.7,2009-2010,Secondary,Girls,2009
Rajasthan,13.2,2009-2010,Secondary,Girls,2009
Sikkim,16.9,2009-2010,Secondary,Girls,2009
Tamil Nadu,17.4,2009-2010,Secondary,Girls,2009
Telangana,15.1,2009-2010,Secondary,Girls,2009
Tripura,10.7,2009-2010,Secondary,Girls,2009
Uttar Pradesh,21.8,2009-2010,Secondary,Girls,2009
Uttarakhand,11.9,2009-2010,Secondary,Girls,2009
West Bengal,19.7,2009-2010,Secondary,Girls,2009
All India,11.7,2009-2010,Secondary,Girls,2009
Andaman and Nicobar Islands,3.6,2010-2011,Elementary,Boys,2010
Andhra Pradesh,5.2,2010-2011,Elementary,Boys,2010
Arunachal Pradesh,6.5,2010-2011,Elementary,Boys,2010
Assam,1.9,2010-2011,Elementary,Boys,2010
Bihar,0.8,2010-2011,Elementary,Boys,2010
Chandigarh,6.8,2010-2011,Elementary,Boys,2010
Chhattisgarh,6.0,2010-2011,Elementary,Boys,2010
Dadra and Nagar Haveli,4.0,2010-2011,Elementary,Boys,2010
Daman and Diu,4.6,2010-2011,Elementary,Boys,2010
Delhi,3.7,2010-2011,Elementary,Boys,2010
Goa,3.8,2010-2011,Elementary,Boys,2010
Gujarat,3.3,2010-2011,Elementary,Boys,2010
Haryana,6.0,2010-2011,Elementary,Boys,2010
Himachal Pradesh,2.6,2010-2011,Elementary,Boys,2010
Jammu and Kashmir,1.0,2010-2011,Elementary,Boys,2010
Jharkhand,7.0,2010-2011,Elementary,Boys,2010
Karnataka,5.5,2010-2011,Elementary,Boys,2010
Kerala,1.7,2010-2011,Elementary,Boys,2010
Ladakh,6.0,2010-2011,Elementary,Boys,2010
Lakshadweep,5.8,2010-2011,Elementary,Boys,2010
Madhya Pradesh,3.9,2010-2011,Elementary,Boys,2010
Maharashtra,1.1,2010-2011,Elementary,Boys,2010
Manipur,5.8,2010-2011,Elementary,Boys,2010
Meghalaya,6.1,2010-2011,Elementary,Boys,2010
Mizoram,5.5,2010-2011,Elementary,Boys,2010
Nagaland,5.4,2010-2011,Elementary,Boys,2010
Odisha,4.9,2010-2011,Elementary,Boys,2010
Puducherry,3.0,2010-2011,Elementary,Boys,2010
Punjab,2.7,2010-2011,Elementary,Boys,2010
Rajasthan,0.0,2010-2011,Elementary,Boys,2010
Sikkim,6.0,2010-2011,Elementary,Boys,2010
Tamil Nadu,0.1,2010-2011,Elementary,Boys,2010
Telangana,4.4,2010-2011,Elementary,Boys,2010
Tripura,4.4,2010-2011,Elementary,Boys,2010
Uttar Pradesh,0.8,2010-2011,Elementary,Boys,2010
Uttarakhand,6.6,2010-2011,Elementary,Boys,2010
West Bengal,1.6,2010-2011,Elementary,Boys,2010
All India,3.7,2010-2011,Elementary,Boys,2010
Andaman and Nicobar Islands,2.1,2010-2011,Elementary,Girls,2010
Andhra Pradesh,2.6,2010-2011,Elementary,Girls,2010
Arunachal Pradesh,1.2,2010-2011,Elementary,Girls,2010
Assam,4.2,2010-2011,Elementary,Girls,2010
Bihar,1.5,2010-2011,Elementary,Girls,2010
Chandigarh,0.3,2010-2011,Elementary,Girls,2010
Chhattisgarh,2.7,2010-2011,Elementary,Girls,2010
Dadra and Nagar Haveli,0.6,2010-2011,Elementary,Girls,2010
Daman and Diu,3.5,2010-2011,Elementary,Girls,2010
Delhi,6.6,2010-2011,Elementary,Girls,2010
Goa,4.8,2010-2011,Elementary,Girls,2010
Gujarat,4.1,2010-2011,Elementary,Girls,2010
Haryana,2.0,2010-2011,Elementary,Girls,2010
Himachal Pradesh,3.4,2010-2011,Elementary,Girls,2010
Jammu and Kashmir,4.3,2010-2011,Elementary,Girls,2010
Jharkhand,0.5,2010-2011,Elementary,Girls,2010
Karnataka,2.6,2010-2011,Elementary,Girls,2010
Kerala,0.0,2010-2011,Elementary,Girls,2010
Ladakh,2.8,2010-2011,Elementary,Girls,2010
Lakshadweep,0.8,2010-2011,Elementary,Girls,2010
Madhya Pradesh,0.6,2010-2011,Elementary,Girls,2010
Maharashtra,3.6,2010-2011,Elementary,Girls,2010
Manipur,2.5,2010-2011,Elementary,Girls,2010
Meghalaya,2.7,2010-2011,Elementary,Girls,2010
Mizoram,0.9,2010-2011,Elementary,Girls,2010
Nagaland,3.1,2010-2011,Elementary,Girls,2010
Odisha,1.2,2010-2011,Elementary,Girls,2010
Puducherry,6.5,2010-2011,Elementary,Girls,2010
Punjab,1.2,2010-2011,Elementary,Girls,2010
Rajasthan,3.1,2010-2011,Elementary,Girls,2010
Sikkim,1.7,2010-2011,Elementary,Girls,2010
Tamil Nadu,5.6,2010-2011,Elementary,Girls,2010
Telangana,2.2,2010-2011,Elementary,Girls,2010
Tripura,4.0,2010-2011,Elementary,Girls,2010
Uttar Pradesh,5.2,2010-2011,Elementary,Girls,2010
Uttarakhand,4.2,2010-2011,Elementary,Girls,2010
West Bengal,2.9,2010-2011,Elementary,Girls,2010
All India,0.1,2010-2011,Elementary,Girls,2010
Andaman and Nicobar Islands,12.9,2010-2011,Secondary,Boys,2010
Andhra Pradesh,20.5,2010-2011,Secondary,Boys,2010
Arunachal Pradesh,14.4,2010-2011,Secondary,Boys,2010
Assam,19.8,2010-2011,Secondary,Boys,2010
Bihar,17.0,2010-2011,Secondary,Boys,2010
Chandigarh,16.5,2010-2011,Secondary,Boys,2010
Chhattisgarh,11.6,2010-2011,Secondary,Boys,2010
Dadra and Nagar Haveli,20.0,2010-2011,Secondary,Boys,2010
Daman and Diu,9.1,2010-2011,Secondary,Boys,2010
Delhi,13.2,2010-2011,Secondary,Boys,2010
Goa,16.7,2010-2011,Secondary,Boys,2010
Gujarat,8.9,2010-2011,Secondary,Boys,2010
Haryana,10.6,2010-2011,Secondary,Boys,2010
Himachal Pradesh,10.3,2010-2011,Secondary,Boys,2010
Jammu and Kashmir,17.8,2010-2011,Secondary,Boys,2010
Jharkhand,16.7,2010-2011,Secondary,Boys,2010
Karnataka,16.3,2010-2011,Secondary,Boys,2010
Kerala,12.5,2010-2011,Secondary,Boys,2010
Ladakh,18.7,2010-2011,Secondary,Boys,2010
Lakshadweep,10.0,2010-2011,Secondary,Boys,2010
Madhya Pradesh,12.2,2010-2011,Secondary,Boys,2010
Maharashtra,10.4,2010-2011,Secondary,Boys,2010
Manipur,15.2,2010-2011,Secondary,Boys,2010
Meghalaya,19.4,2010-2011,Secondary,Boys,2010
Mizoram,11.6,2010-2011,Secondary,Boys,2010
Nagaland,21.0,2010-2011,Secondary,Boys,2010
Odisha,20.6,2010-2011,Secondary,Boys,2010
Puducherry,9.7,2010-2011,Secondary,Boys,2010
Punjab,17.2,2010-2011,Secondary,Boys,2010
Rajasthan,14.9,2010-2011,Secondary,Boys,2010
Sikkim,15.3,2010-2011,Secondary,Boys,2010
Tamil Nadu,11.1,2010-2011,Secondary,Boys,2010
Telangana,10.1,2010-2011,Secondary,Boys,2010
Tripura,18.4,2010-2011,Secondary,Boys,2010
Uttar Pradesh,22.9,2010-2011,Secondary,Boys,2010
Uttarakhand,11.2,2010-2011,Secondary,Boys,2010
West Bengal,13.1,2010-2011,Secondary,Boys,2010
All India,12.3,2010-2011,Secondary,Boys,2010
Andaman and Nicobar Islands,9.4,2010-2011,Secondary,Girls,2010
Andhra Pradesh,19.6,2010-2011,Secondary,Girls,2010
Arunachal Pradesh,11.4,2010-2011,Secondary,Girls,2010
Assam,12.6,2010-2011,Secondary,Girls,2010
Bihar,14.0,2010-2011,Secondary,Girls,2010
Chandigarh,11.5,2010-2011,Secondary,Girls,2010
Chhattisgarh,16.8,2010-2011,Secondary,Girls,2010
Dadra and Nagar Haveli,13.7,2010-2011,Secondary,Girls,2010
Daman and Diu,8.8,2010-2011,Secondary,Girls,2010
Delhi,22.2,2010-2011,Secondary,Girls,2010
Goa,21.2,2010-2011,Secondary,Girls,2010
Gujarat,21.3,2010-2011,Secondary,Girls,2010
Haryana,19.4,2010-2011,Secondary,Girls,2010
Himachal Pradesh,9.3,2010-2011,Secondary,Girls,2010
Jammu and Kashmir,8.8,2010-2011,Secondary,Girls,2010
Jharkhand,7.6,2010-2011,Secondary,Girls,2010
Karnataka,15.1,2010-2011,Secondary,Girls,2010
Kerala,10.9,2010-2011,Secondary,Girls,2010
Ladakh,15.4,2010-2011,Secondary,Girls,2010
Lakshadweep,15.2,2010-2011,Secondary,Girls,2010
Madhya Pradesh,14.5,2010-2011,Secondary,Girls,2010
Maharashtra,18.9,2010-2011,Secondary,Girls,2010
Manipur,12.3,2010-2011,Secondary,Girls,2010
Meghalaya,21.3,2010-2011,Secondary,Girls,2010
Mizoram,16.1,2010-2011,Secondary,Girls,2010
Nagaland,20.1,2010-2011,Secondary,Girls,2010
Odisha,18.7,2010-2011,Secondary,Girls,2010
Puducherry,18.5,2010-2011,Secondary,Girls,2010
Punjab,8.3,2010-2011,Secondary,Girls,2010
Rajasthan,11.5,2010-2011,Secondary,Girls,2010
Sikkim,12.2,2010-2011,Secondary,Girls,2010
Tamil Nadu,13.5,2010-2011,Secondary,Girls,2010
Telangana,9.7,2010-2011,Secondary,Girls,2010
Tripura,9.2,2010-2011,Secondary,Girls,2010
Uttar Pradesh,13.1,2010-2011,Secondary,Girls,2010
Uttarakhand,10.0,2010-2011,Secondary,Girls,2010
West Bengal,20.7,2010-2011,Secondary,Girls,2010
All India,13.8,2010-2011,Secondary,Girls,2010
Andaman and Nicobar Islands,2.1,2011-2012,Elementary,Boys,2011
Andhra Pradesh,0.8,2011-2012,Elementary,Boys,2011
Arunachal Pradesh,2.0,2011-2012,Elementary,Boys,2011
Assam,4.6,2011-2012,Elementary,Boys,2011
Bihar,0.1,2011-2012,Elementary,Boys,2011
Chandigarh,3.8,2011-2012,Elementary,Boys,2011
Chhattisgarh,1.9,2011-2012,Elementary,Boys,2011
Dadra and Nagar Haveli,2.8,2011-2012,Elementary,Boys,2011
Daman and Diu,5.3,2011-2012,Elementary,Boys,2011
Delhi,0.9,2011-2012,Elementary,Boys,2011
Goa,1.1,2011-2012,Elementary,Boys,2011
Gujarat,6.1,2011-2012,Elementary,Boys,2011
Haryana,1.8,2011-2012,Elementary,Boys,2011
Himachal Pradesh,3.3,2011-2012,Elementary,Boys,2011
Jammu and Kashmir,2.0,2011-2012,Elementary,Boys,2011
Jharkhand,2.5,2011-2012,Elementary,Boys,2011
Karnataka,0.9,2011-2012,Elementary,Boys,2011
Kerala,5.2,2011-2012,Elementary,Boys,2011
Ladakh,1.9,2011-2012,Elementary,Boys,2011
Lakshadweep,5.8,2011-2012,Elementary,Boys,2011
Madhya Pradesh,1.2,2011-2012,Elementary,Boys,2011
Maharashtra,3.1,2011-2012,Elementary,Boys,2011
Manipur,3.1,2011-2012,Elementary,Boys,2011
Meghalaya,0.7,2011-2012,Elementary,Boys,2011
Mizoram,4.8,2011-2012,Elementary,Boys,2011
Nagaland,2.1,2011-2012,Elementary,Boys,2011
Odisha,6.2,2011-2012,Elementary,Boys,2011
Puducherry,1.2,2011-2012,Elementary,Boys,2011
Punjab,0.8,2011-2012,Elementary,Boys,2011
Rajasthan,3.8,2011-2012,Elementary,Boys,2011
Sikkim,5.0,2011-2012,Elementary,Boys,2011
Tamil Nadu,1.1,2011-2012,Elementary,Boys,2011
Telangana,6.1,2011-2012,Elementary,Boys,2011
Tripura,2.7,2011-2012,Elementary,Boys,2011
Uttar Pradesh,5.8,2011-2012,Elementary,Boys,2011
Uttarakhand,0.9,2011-2012,Elementary,Boys,2011
West Bengal,2.1,2011-2012,Elementary,Boys,2011
All India,2.6,2011-2012,Elementary,Boys,2011
Andaman and Nicobar Islands,5.6,2011-2012,Elementary,Girls,2011
Andhra Pradesh,2.2,2011-2012,Elementary,Girls,2011
Arunachal Pradesh,0.8,2011-2012,Elementary,Girls,2011
Assam,2.3,2011-2012,Elementary,Girls,2011
Bihar,3.5,2011-2012,Elementary,Girls,2011
Chandigarh,5.1,2011-2012,Elementary,Girls,2011
Chhattisgarh,5.2,2011-2012,Elementary,Girls,2011
Dadra and Nagar Haveli,3.2,2011-2012,Elementary,Girls,2011
Daman and Diu,0.8,2011-2012,Elementary,Girls,2011
Delhi,0.8,2011-2012,Elementary,Girls,2011
Goa,4.5,2011-2012,Elementary,Girls,2011
Gujarat,2.9,2011-2012,Elementary,Girls,2011
Haryana,2.0,2011-2012,Elementary,Girls,2011
Himachal Pradesh,6.2,2011-2012,Elementary,Girls,2011
Jammu and Kashmir,4.4,2011-2012,Elementary,Girls,2011
Jharkhand,2.2,2011-2012,Elementary,Girls,2011
Karnataka,4.5,2011-2012,Elementary,Girls,2011
Kerala,6.9,2011-2012,Elementary,Girls,2011
Ladakh,1.4,2011-2012,Elementary,Girls,2011
Lakshadweep,1.8,2011-2012,Elementary,Girls,2011
Madhya Pradesh,0.9,2011-2012,Elementary,Girls,2011
Maharashtra,3.6,2011-2012,Elementary,Girls,2011
Manipur,4.4,2011-2012,Elementary,Girls,2011
Meghalaya,6.0,2011-2012,Elementary,Girls,2011
Mizoram,0.2,2011-2012,Elementary,Girls,2011
Nagaland,4.2,2011-2012,Elementary,Girls,2011
Odisha,4.8,2011-2012,Elementary,Girls,2011
Puducherry,2.7,2011-2012,Elementary,Girls,2011
Punjab,5.4,2011-2012,Elementary,Girls,2011
Rajasthan,0.8,2011-2012,Elementary,Girls,2011
Sikkim,6.1,2011-2012,Elementary,Girls,2011
Tamil Nadu,5.2,2011-2012,Elementary,Girls,2011
Telangana,2.8,2011-2012,Elementary,Girls,2011
Tripura,0.4,2011-2012,Elementary,Girls,2011
Uttar Pradesh,5.1,2011-2012,Elementary,Girls,2011
Uttarakhand,0.2,2011-2012,Elementary,Girls,2011
West Bengal,7.0,2011-2012,Elementary,Girls,2011
All India,2.3,2011-2012,Elementary,Girls,2011
Andaman and Nicobar Islands,14.7,2011-2012,Secondary,Boys,2011
Andhra Pradesh,8.8,2011-2012,Secondary,Boys,2011
Arunachal Pradesh,15.8,2011-2012,Secondary,Boys,2011
Assam,9.4,2011-2012,Secondary,Boys,2011
Bihar,18.3,2011-2012,Secondary,Boys,2011
Chandigarh,13.3,2011-2012,Secondary,Boys,2011
Chhattisgarh,18.4,2011-2012,Secondary,Boys,2011
Dadra and Nagar Haveli,11.2,2011-2012,Secondary,Boys,2011
Daman and Diu,21.1,2011-2012,Secondary,Boys,2011
Delhi,12.3,2011-2012,Secondary,Boys,2011
Goa,17.6,2011-2012,Secondary,Boys,2011
Gujarat,18.8,2011-2012,Secondary,Boys,2011
Haryana,15.2,2011-2012,Secondary,Boys,2011
Himachal Pradesh,8.8,2011-2012,Secondary,Boys,2011
Jammu and Kashmir,13.1,2011-2012,Secondary,Boys,2011
Jharkhand,10.0,2011-2012,Secondary,Boys,2011
Karnataka,13.3,2011-2012,Secondary,Boys,2011
Kerala,16.4,2011-2012,Secondary,Boys,2011
Ladakh,16.7,2011-2012,Secondary,Boys,2011
Lakshadweep,20.0,2011-2012,Secondary,Boys,2011
Madhya Pradesh,17.0,2011-2012,Secondary,Boys,2011
Maharashtra,21.9,2011-2012,Secondary,Boys,2011
Manipur,15.3,2011-2012,Secondary,Boys,2011
Meghalaya,13.4,2011-2012,Secondary,Boys,2011
Mizoram,16.9,2011-2012,Secondary,Boys,2011
Nagaland,16.4,2011-2012,Secondary,Boys,2011
Odisha,16.1,2011-2012,Secondary,Boys,2011
Puducherry,14.0,2011-2012,Secondary,Boys,2011
Punjab,12.9,2011-2012,Secondary,Boys,2011
Rajasthan,10.4,2011-2012,Secondary,Boys,2011
Sikkim,17.5,2011-2012,Secondary,Boys,2011
Tamil Nadu,13.3,2011-2012,Secondary,Boys,2011
Telangana,17.6,2011-2012,Secondary,Boys,2011
Tripura,15.1,2011-2012,Secondary,Boys,2011
Uttar Pradesh,15.7,2011-2012,Secondary,Boys,2011
Uttarakhand,14.6,2011-2012,Secondary,Boys,2011
West Bengal,13.1,2011-2012,Secondary,Boys,2011
All India,15.1,2011-2012,Secondary,Boys,2011
Andaman and Nicobar Islands,13.6,2011-2012,Secondary,Girls,2011
Andhra Pradesh,15.6,2011-2012,Secondary,Girls,2011
Arunachal Pradesh,8.5,2011-2012,Secondary,Girls,2011
Assam,15.5,2011-2012,Secondary,Girls,2011
Bihar,21.0,2011-2012,Secondary,Girls,2011
Chandigarh,14.5,2011-2012,Secondary,Girls,2011
Chhattisgarh,16.5,2011-2012,Secondary,Girls,2011
Dadra and Nagar Haveli,11.9,2011-2012,Secondary,Girls,2011
Daman and Diu,12.4,2011-2012,Secondary,Girls,2011
Delhi,14.4,2011-2012,Secondary,Girls,2011
Goa,8.8,2011-2012,Secondary,Girls,2011
Gujarat,18.6,2011-2012,Secondary,Girls,2011
Haryana,16.6,2011-2012,Secondary,Girls,2011
Himachal Pradesh,20.2,2011-2012,Secondary,Girls,2011
Jammu and Kashmir,11.4,2011-2012,Secondary,Girls,2011
Jharkhand,14.9,2011-2012,Secondary,Girls,2011
Karnataka,17.3,2011-2012,Secondary,Girls,2011
Kerala,15.3,2011-2012,Secondary,Girls,2011
Ladakh,12.6,2011-2012,Secondary,Girls,2011
Lakshadweep,8.3,2011-2012,Secondary,Girls,2011
Madhya Pradesh,11.5,2011-2012,Secondary,Girls,2011
Maharashtra,10.6,2011-2012,Secondary,Girls,2011
Manipur,10.8,2011-2012,Secondary,Girls,2011
Meghalaya,8.9,2011-2012,Secondary,Girls,2011
Mizoram,7.7,2011-2012,Secondary,Girls,2011
Nagaland,11.0,2011-2012,Secondary,Girls,2011
Odisha,17.0,2011-2012,Secondary,Girls,2011
Puducherry,15.6,2011-2012,Secondary,Girls,2011
Punjab,21.0,2011-2012,Secondary,Girls,2011
Rajasthan,17.9,2011-2012,Secondary,Girls,2011
Sikkim,16.3,2011-2012,Secondary,Girls,2011
Tamil Nadu,14.2,2011-2012,Secondary,Girls,2011
Telangana,21.6,2011-2012,Secondary,Girls,2011
Tripura,17.2,2011-2012,Secondary,Girls,2011
Uttar Pradesh,16.6,2011-2012,Secondary,Girls,2011
Uttarakhand,15.6,2011-2012,Secondary,Girls,2011
West Bengal,17.5,2011-2012,Secondary,Girls,2011
All India,14.2,2011-2012,Secondary,Girls,2011
Andaman and Nicobar Islands,5.4,2012-2013,Elementary,Boys,2012
Andhra Pradesh,3.9,2012-2013,Elementary,Boys,2012
Arunachal Pradesh,2.4,2012-2013,Elementary,Boys,2012
Assam,1.7,2012-2013,Elementary,Boys,2012
Bihar,1.0,2012-2013,Elementary,Boys,2012
Chandigarh,4.0,2012-2013,Elementary,Boys,2012
Chhattisgarh,6.7,2012-2013,Elementary,Boys,2012
Dadra and Nagar Haveli,1.0,2012-2013,Elementary,Boys,2012
Daman and Diu,5.8,2012-2013,Elementary,Boys,2012
Delhi,0.0,2012-2013,Elementary,Boys,2012
Goa,4.0,2012-2013,Elementary,Boys,2012
Gujarat,6.3,2012-2013,Elementary,Boys,2012
Haryana,5.3,2012-2013,Elementary,Boys,2012
Himachal Pradesh,4.6,2012-2013,Elementary,Boys,2012
Jammu and Kashmir,0.6,2012-2013,Elementary,Boys,2012
Jharkhand,3.1,2012-2013,Elementary,Boys,2012
Karnataka,2.9,2012-2013,Elementary,Boys,2012
Kerala,2.5,2012-2013,Elementary,Boys,2012
Ladakh,6.2,2012-2013,Elementary,Boys,2012
Lakshadweep,4.8,2012-2013,Elementary,Boys,2012
Madhya Pradesh,4.5,2012-2013,Elementary,Boys,2012
Maharashtra,1.3,2012-2013,Elementary,Boys,2012
Manipur,0.9,2012-2013,Elementary,Boys,2012
Meghalaya,5.2,2012-2013,Elementary,Boys,2012
Mizoram,1.7,2012-2013,Elementary,Boys,2012
Nagaland,6.1,2012-2013,Elementary,Boys,2012
Odisha,0.8,2012-2013,Elementary,Boys,2012
Puducherry,5.9,2012-2013,Elementary,Boys,2012
Punjab,3.7,2012-2013,Elementary,Boys,2012
Rajasthan,6.2,2012-2013,Elementary,Boys,2012
Sikkim,2.5,2012-2013,Elementary,Boys,2012
Tamil Nadu,1.9,2012-2013,Elementary,Boys,2012
Telangana,5.8,2012-2013,Elementary,Boys,2012
Tripura,3.3,2012-2013,Elementary,Boys,2012
Uttar Pradesh,2.2,2012-2013,Elementary,Boys,2012
Uttarakhand,5.6,2012-2013,Elementary,Boys,2012
West Bengal,6.0,2012-2013,Elementary,Boys,2012
All India,1.5,2012-2013,Elementary,Boys,2012
Andaman and Nicobar Islands,2.7,2012-2013,Elementary,Girls,2012
Andhra Pradesh,4.1,2012-2013,Elementary,Girls,2012
Arunachal Pradesh,1.6,2012-2013,Elementary,Girls,2012
Assam,1.9,2012-2013,Elementary,Girls,2012
Bihar,3.9,2012-2013,Elementary,Girls,2012
Chandigarh,1.5,2012-2013,Elementary,Girls,2012
Chhattisgarh,5.2,2012-2013,Elementary,Girls,2012
Dadra and Nagar Haveli,4.2,2012-2013,Elementary,Girls,2012
Daman and Diu,3.3,2012-2013,Elementary,Girls,2012
Delhi,5.6,2012-2013,Elementary,Girls,2012
Goa,2.1,2012-2013,Elementary,Girls,2012
Gujarat,5.5,2012-2013,Elementary,Girls,2012
Haryana,4.9,2012-2013,Elementary,Girls,2012
Himachal Pradesh,2.3,2012-2013,Elementary,Girls,2012
Jammu and Kashmir,0.7,2012-2013,Elementary,Girls,2012
Jharkhand,2.3,2012-2013,Elementary,Girls,2012
Karnataka,3.2,2012-2013,Elementary,Girls,2012
Kerala,6.1,2012-2013,Elementary,Girls,2012
Ladakh,1.2,2012-2013,Elementary,Girls,2012
Lakshadweep,4.6,2012-2013,Elementary,Girls,2012
Madhya Pradesh,5.6,2012-2013,Elementary,Girls,2012
Maharashtra,1.0,2012-2013,Elementary,Girls,2012
Manipur,7.3,2012-2013,Elementary,Girls,2012
Meghalaya,2.3,2012-2013,Elementary,Girls,2012
Mizoram,1.8,2012-2013,Elementary,Girls,2012
Nagaland,0.7,2012-2013,Elementary,Girls,2012
Odisha,6.1,2012-2013,Elementary,Girls,2012
Puducherry,4.9,2012-2013,Elementary,Girls,2012
Punjab,4.1,2012-2013,Elementary,Girls,2012
Rajasthan,4.2,2012-2013,Elementary,Girls,2012
